Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
menlu indonesia janji akan hancurkan kekuatan antichina jokowi anti pribumi turunkan jokowi tiru turki,1,0,1,0,0,0,0,0,1,0,0,1
tri bom ,0,0,0,0,0,0,0,0,0,0,0,0
    ngomong apaan sih udah suruh si cabul pulang dulu jangan jadi banci,1,1,1,0,0,0,0,1,0,1,0,0
hulk marah              gantipresiden,1,0,1,0,0,0,0,0,1,1,0,0
berdasarkan ayat al quran allah tidak akan menghilangkan ilmu itu sekelip mata tetapi hilangnya ilmu itu kerana hilangnya para ulama di muka bumi lalu dilantik ketua drpd manusia yang jahil ,0,0,0,0,0,0,0,0,0,0,0,0
yang menciptakan tujuh langit berlapislapis tidak akan kamu lihat sesuatu yang tidak seimbang pada ciptaan tuhan yang maha pengasih maka lihatlah sekali lagi adakah kamu lihat sesuatu yang cacat,0,0,0,0,0,0,0,0,0,0,0,0
 kalian sdh buta hati bukan lagi buta mata apa ga liat tenaga kerja aseng ilegal berkeliaran di negeri ini dungu lu piara,1,1,0,1,0,0,0,0,1,0,1,0
  ternyata kotoran ayam tidak najisnnnnbismillah alhamdulillah was sholaatu wassalam xexxala rasulillah wabaxexxduxexxa,0,0,0,0,0,0,0,0,0,0,0,0
 masanya beda dan ada alasan kuat pembubarannya masyumi mendukung pemberontakan prripermesta dan menolak memecat anggotanya yg berasal dr sana pki dibubarkan krna peristiwa gs,0,0,0,0,0,0,0,0,0,0,0,0
turut hadir pula dalam acara tersebut partai koalisi pendukung pasangan gubernur jatim nomor urut  ini khofifahemiljatimsatu,0,0,0,0,0,0,0,0,0,0,0,0
woy ngantukkk bgt bangke ga suka msk pagi xfxfxxad,0,1,0,0,0,0,0,0,0,0,0,0
  gerombolan cebong pada ngumpet kayak di sembur air,1,1,0,1,0,0,0,0,1,0,1,0
 wajar si budek,1,1,1,0,0,0,1,0,0,1,0,0
udah maenin hati akunya udah ngacakngacak perasaan akunya beresan deui goblog balatak lt,0,1,0,0,0,0,0,0,0,0,0,0
aku tak pandai dalam ilmu agama akupun tak cerdas dalam ilmu dunia aku hanya perempuan biasa yang tengah mempelajari keduanya ,0,0,0,0,0,0,0,0,0,0,0,0
hanya presiden parti je layak jadi pm manusia tak berparti ni jangan harap lah parti pun tak ada nak jd pm macam mana tahun buangtabiat,0,0,0,0,0,0,0,0,0,0,0,0
    jadi kata kafir itu jg bukan kata yg diobral begitu sajajuga bukan utk ditutup tutupimmg kejahatan tetaplah kejahatanbukan salah agamanyasukunyawarna kulitnyaprofesinyapribadi orangnya,0,0,0,0,0,0,0,0,0,0,0,0
 edan didinya euy madep top,0,1,0,0,0,0,0,0,0,0,0,0
   mampus lu gembel kalah debat kan sama anak kecil kelihatan bahwa lu itu kaum cetek tau artinya kaum yg pikirannya dangkal dan sifatnya memaksakan argumennya diterima padahal bodoh,1,1,1,0,0,0,0,0,1,1,0,0
  bloon dikira lagi attend kelas,0,1,0,0,0,0,0,0,0,0,0,0
tidak masuk akal tdk logis jika pemerintah membiarkan pihak lain mengacaukan proyek strategis ektp  mengapa pengacauanpenggagalan pencetakan blanko ektp dibiarkan presiden sby   kotakpandora ini harus dibuka,0,0,0,0,0,0,0,0,0,0,0,0
 aku pake kacamata juga begitu bang jadi agak sipit,0,0,0,0,0,0,0,0,0,0,0,0
    ya kamu kira apa si ketek onta  xcdxaxcxb xcdxcxcax xcdxaxcxb,1,1,1,0,0,0,0,0,1,1,0,0
 para sahabat nabi pergi merantau dan mengembara ke timur mencari bani jawi di situlah permulaan bani jawi dan dapat menerima islam tanpa peperangan dan mendukung islam sebagai satu kewajipan,0,0,0,0,0,0,0,0,0,0,0,0
 jadi tki formal juga bisa jd millionaire om admin nnrekan yg bekerja di sektor oil amp gas di timteng kuwait uae amp qatar ratarata berpenghasilan bersih  usd perbulan itu level operator blom yg level engineer atau m,0,0,0,0,0,0,0,0,0,0,0,0
kerjasama sisternetkemendes pdtt dorong internet dan medsos untuk tingkatkan ekonomi pedesaan    ,0,0,0,0,0,0,0,0,0,0,0,0
  tak weh aq bukan yg amek kesah pasal kerajaan pesemua ni buat bodo je as long as aq hidup tenang tanpa beban cukop,0,1,0,0,0,0,0,0,0,0,0,0
  umat apaan itu umat onta ya ustad apa nabi bawa umat ustad cangkeman,1,1,0,1,1,0,0,0,0,0,1,0
 kalo jilat si jokowi munafik baru boleh cebong pun pada mingkem,1,1,1,0,0,0,0,0,1,1,0,0
tolak hoax dan ingin pilkada kota kediri damai,0,0,0,0,0,0,0,0,0,0,0,0
blokir cina  telegram diblokir krn jokowi tuduh digunakan teroris sabu asal cina apa cina kita usir saja sesuai dgn cara berpikir rezim,1,0,0,1,0,1,0,0,0,0,1,0
 duch duch tutisepertinya kunti sudah tidak tahan dengan tuti,0,0,0,0,0,0,0,0,0,0,0,0
gimana cara ngingetin diri sendiri kalo mau ke indomarttt bawa tas sendiri supaya ga usah nambah sampah plastik di rumah xfxfxxac,0,0,0,0,0,0,0,0,0,0,0,0
memfitnah jendral memfitnah prabowo menyudutkan umat islam situ pki ya url,1,0,1,0,0,1,0,0,0,1,0,0
 enak tuh ngentot sama straight,0,1,0,0,0,0,0,0,0,0,0,0
baca berita ormas yang mau ngelaporin pembacaan puisi oleh ganjar pranowo karena dianggap menistakan agama tapi ga jadi karena baru tahu itu ciptaannya gus mus malah bikin keinget nonton final aff ,0,0,0,0,0,0,0,0,0,0,0,0
aku sih berharap para cebong itu demo dan melaporkan  atas dugaan penistaan agama mereka biar dunia meliat gerombolan org dungu yg slama ini bersembunyi didumay dan diketiak penguasa  surambray,1,1,0,1,0,0,0,0,1,0,1,0
   pakai memek hua hahaha,0,1,0,0,0,0,0,0,0,0,0,0
  corong congor cebong nbiadab ,1,1,0,1,0,0,0,0,1,0,1,0
pdip sebut puan maharani jadi prioritas cawapres waaaaaw jdi cawapres jokowijokowipuan kerensip aq setuju bangat biar gantipresiden bisa nyataoklah kalo begitu keren viva,1,0,0,1,0,0,0,0,1,0,1,0
 apaan si anjir receh bgt gua,0,1,0,0,0,0,0,0,0,0,0,0
fiksi atau fakta ,0,0,0,0,0,0,0,0,0,0,0,0
 asw gua ketawa,0,1,0,0,0,0,0,0,0,0,0,0
teramat byk alasan untuk saling menghimpit itu penguasaan materi berselubung agama nasionalisme ideologi partai politik warna kulit dada kita sesak oleh asap bom mata kita terhalangi oleh pekat debu pandangan terbentur oleh kaca dan tembok kita,0,0,0,0,0,0,0,0,0,0,0,0
jimin ngasih link dasar mahonjin sueeeee lo ngeshare apaaan lo kata gue mau sama dia idih ogaaaahnrm gue masih doyan cewek buruan apussssssssssssss,1,1,1,0,0,0,0,1,0,1,0,0
teman ahok emank tai apalagi pemimpinnya kek babi ,1,1,0,1,0,0,0,0,1,0,1,0
 cebong mana ngerti koplakkoplak,1,1,0,1,0,0,0,0,1,0,1,0
di hadapan ulama rommy jelaskan alasan ppp dukung jokowi,0,0,0,0,0,0,0,0,0,0,0,0
 mirip seperti hoax pokemon go  aku yahudi ,0,0,0,0,0,0,0,0,0,0,0,0
  nah lho gw sih bodo amat mo jungkir balik kek bodo amat harus instropeksi diri dan mawas diri apa dan kenapa txexxa,0,1,0,0,0,0,0,0,0,0,0,0
 saksinya saksi bisu,0,0,0,0,0,0,0,0,0,0,0,0
 apaandah lu goblog,1,1,1,0,0,0,0,0,1,1,0,0
tweet mijoo yang  mayan juga wkwkwk emang edan si mbanya,0,1,0,0,0,0,0,0,0,0,0,0
   hai goblok apa kabar kmrn admin  blg di turki lebih baik disana bayi baru lahir dibebankan utang x lbh parah dr indo gw kasi tau ya solvability utang kita jauh lbh baik dr ratusan negara lain lo kuliah eko,1,1,0,1,0,0,0,0,1,0,1,0
lengkap sudah julukan untuk kpk mulai dari antek yahudi sampai komunis hahaha bubarkan semen padang fc,1,0,0,1,0,0,0,0,1,0,0,1
 kompedium ajaran sosial gereja juga masih oke sampai sekarang mbak cuman yang beginian gak dapet prioritas di sekolah katolik,0,0,0,0,0,0,0,0,0,0,0,0
sejahtera lahir dicapai dgn kemakmurannsejahtera bathin dicapai dgn keadilannnusaha utk mencapai kemakmuran sudah dilakukan oleh rezim skrg misnpbangunan infrastrukturnpbrantasan ilegal fishingnbbm  harganfreeportndllnkita apresiasi itun,0,0,0,0,0,0,0,0,0,0,0,0
 semua pernyataan kau itu sampah dasar sontoloyo,1,1,1,0,0,0,0,0,1,1,0,0
tetes embun terakhir menjadi saksi akulah perindu yang selalu menyebut namamu dalam bisu,0,0,0,0,0,0,0,0,0,0,0,0
 aku belajar bahasa asing,0,0,0,0,0,0,0,0,0,0,0,0
 suda suda kamu ga perlu minta maaf aku suda memaafkan dan memaklumi sifat burik mu lt nnsenpai teriak senpai ,0,1,0,0,0,0,0,0,0,0,0,0
  kesalahan beliau adalah tak bisa dibeli rezim,0,0,0,0,0,0,0,0,0,0,0,0
wah kelas berat nih  beruntung jakarta punya gubernur yang keren gini ga pake amarah dan marah dalam bekerja tapi memakai arah dan sumingrah dalam menata dan membangun jakarta,0,0,0,0,0,0,0,0,0,0,0,0
 buaya darat apa buaya air,0,0,0,0,0,0,0,0,0,0,0,0
 dia orang to rumongso ku kete alias monyet,1,1,1,0,0,0,0,0,1,1,0,0
 jokowi gak pernah salah bahkan harga telur naikpun ayamnya yg salahnnudah geleh sama rejim beginiannpengen cepet gantipresiden,1,0,1,0,0,0,0,0,1,1,0,0
 seru nih ngobrol sama lu sarap juga kayaknya btw suka sama unamenya bagus,0,1,0,0,0,0,0,0,0,0,0,0
    pki gerwani pemuda rakyat baperki tanda mulai nampak bangkit kembali apa harus didiamkan xfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfx,0,0,0,0,0,0,0,0,0,0,0,0
aku lagi nyoba banget pakai bahasa ga nyampur susah ternyata semakin aku tau banyak kosakata dari berbagai bahasa aku kadang jadi bingung ini tuh apa duh lupa aku pokoknya inilah pakai bahasa asingnnsebut saja kemampuanku mengolah mereka ga,0,0,0,0,0,0,0,0,0,0,0,0
maka ini dpr terbusuk ,1,1,0,1,0,0,0,0,1,0,1,0
di satu sisi rata xexx rata petani hanya miliki kurang dari  ha tanah bagaimana bisa produktif sementara korporasi tuan tanah terus mengakuisi ribuan hektar tanah dan terus difasilitasi oleh rejimkeadilantanah,0,0,0,0,0,0,0,0,0,0,0,0
golkarsetya novanto setya novantogolkarsekalipun lolos jerat hukum ato di pecat partai tetapgolkar adlh cerminan orang itulayaknya suharto,1,0,0,1,0,0,0,0,1,0,1,0
 ahahahaha  buaya darat apa buaya sungai ,0,0,0,0,0,0,0,0,0,0,0,0
 itu mah jupe nya yg cupu hahaha,0,1,0,0,0,0,0,0,0,0,0,0
   visi misi aniessandi jelas ambisional ingin jadi gubenue sayang mrk suka sara hoax finta,1,0,0,1,0,0,0,0,1,0,1,0
semoga sehat selalu pak presiden jokowi,0,0,0,0,0,0,0,0,0,0,0,0
 pagi yg indah seprti memek mu,0,1,0,0,0,0,0,0,0,0,0,0
itu sebuah reaksi kekecewaan akan tetapi dari kalangan ulama seperti habib rizieq mengintruksikan untuk berhenti membully kh maruf amin dari kalangan ulama sudah clearpun analisaku hari ini ulama terpecah ada yg berdiri dijalan kebenaran dan ada jug,0,0,0,0,0,0,0,0,0,0,0,0
  ambang batas capres dimasalahkan skr krn hal ini membuat langkah politik oposisi tdk diuntungkan mayoritas partai yg tdk tertarik lg dgn figur prabowo membuat gerakan tagar ganti presiden menjadi satunya gerakan yg ditawarkan,0,0,0,0,0,0,0,0,0,0,0,0
    kan janji pak dhe yg d tepati adalah jt lapangan kerja tapi bukan untuk rakyattapi untuk tka cina,1,0,1,0,0,1,0,0,0,1,0,0
   aku tak tahu bahasa indon but sialan kok masih berkata kata lu bajingan url,1,1,1,0,0,0,0,0,1,1,0,0
    sby lebih byk utangnya tp gak menghasilkan apaapa kalo jokowi utangkan karna mertua dan presiden  thn,1,0,1,0,0,0,0,0,1,1,0,0
kalo kita beda kartu gsm itu gak masalah asalkan nantinya nama kita berdua ada di kartu keluarga yang sama,0,0,0,0,0,0,0,0,0,0,0,0
ini apaan pada ngomongin antek,0,0,0,0,0,0,0,0,0,0,0,0
  malumaluin gerindra punya admin spt ini,1,0,1,0,0,0,0,0,1,1,0,0
  tolong di retweet ini karena yg selain islam nusantara adalah radikal inginnya sih indonesia ini hanya ada islam nusantara dan agama lain hindu budha kristen ahmadiyah dll,0,0,0,0,0,0,0,0,0,0,0,0
 gue aja gatau bom yang mana nukanya hahahahaha,0,0,0,0,0,0,0,0,0,0,0,0
kebebasan bersuara dan media haruslah berasaskan tiga perkara iaiu berteraskan tanggungjawab kebenaran dan mengikut tafsiran citra serta budaya tempatan bukan acuan barat  pm najib,0,0,0,0,0,0,0,0,0,0,0,0
katekismus gereja katolik tidak melarang miras secara lantang tapi menentang perbudakan yang bisa disebabkan oleh miras nnbeberapa ayat menyatakan anggur secara positif pengkotbah mazmur dan amos seperti minumlah anggur dengan hati yang senang da,0,0,0,0,0,0,0,0,0,0,0,0
     tukang hoax mo basmi hoax sama dengan bunuh diri donk,1,0,1,0,0,0,0,0,1,1,0,0
 pusing w uda  x lihat in anak orang eek ,0,0,0,0,0,0,0,0,0,0,0,0
 buaya apa nih buaya muara buaya darat apa siluman buaya,0,0,0,0,0,0,0,0,0,0,0,0
gue bukan org yg religius tp suka miris aja liat org yg ngakunya religius tp masih sering ngelive di instagramfacebook waktu lagi ibadah berlangsung mending kita samasama duduk diluar minum bir sambil cerita kotor itu lebih terlihat jujur dan tdk mu,0,0,0,0,0,0,0,0,0,0,0,0
siapa yang kunyuk mas hehe url,0,1,0,0,0,0,0,0,0,0,0,0
        mencret hyung,0,0,0,0,0,0,0,0,0,0,0,0
bubarkan partai gaduh partai burung pipit dan partai sapi jualan agama,1,0,0,1,0,0,0,0,1,0,0,1
  bubarkan dpr useless,1,0,0,1,0,0,0,0,1,0,0,1
semakan peningkatan kali keempat terhadap kdnk malaysia oleh bank dunia adalah petanda jelas bahawa kerajaan barisan nasional menguruskan ekonomi dengan baik kata datuk seri najib tun razak  bersamabn hebatkannegaraku jombn hiduprakyat manifestobn,0,0,0,0,0,0,0,0,0,0,0,0
 bubarkan kpk busuk,1,1,0,1,0,0,0,0,1,0,0,1
     jk jokowi mundur lebih jantan,1,0,1,0,0,0,0,0,1,1,0,0
  sandiaga diduga kampanyekan sudirmanida di masjid solo ini kata kpu  url url userxexxa,0,0,0,0,0,0,0,0,0,0,0,0
 gak krungu bocoran aseng milan arep rekrut pemain argentina ta mbah emanuel de porras xfxfxxxfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
 kadang jijik kita pernah alay dman tapi gimana atuh da perjalanan hidup wkwkw,0,0,0,0,0,0,0,0,0,0,0,0
 pak  penyesatan yg dilakukan pbnu tampaknya demi kebaikan padahal menyembunyikan jahat islam,1,1,0,1,1,0,0,0,0,0,1,0
  ini bukan tentang mayoritas atau minoritas tapi masalah konsep sependek pengetahuan saya tdk ada perintah dlm kitab suci kristen budha hindu yg melarang memilih pemimpin atau teman atau pegawai diluar agama mereka,0,0,0,0,0,0,0,0,0,0,0,0
 dasar onta pulang aja loe ke arab sana,1,1,1,0,0,0,0,0,1,1,0,0
 ga sipit udah gede itu kak,0,0,0,0,0,0,0,0,0,0,0,0
url ltpacar lesbi xxx porn bokep,0,1,0,0,0,0,0,0,0,0,0,0
   raja ampat dan papua khususnya bagian barat banyak sekali orang maluku jd budaya jg dibawa pembangunan dan penyebaran agama kristen di papua setau saya ikut dipengaruhi orang malukuambon karena kami dekat dengan orang bel,0,0,0,0,0,0,0,0,0,0,0,0
  daripada jilat pantat rijik kaya elu,1,1,1,0,0,0,0,0,1,1,0,0
sepakat dgn argumen  ini pemerintah jkw terkesan hanya fokus pada pembangunan infrastruktur amp mengesampingkan kesejahteraan rakyat sendiri tenaga kerja asing membanjiri sektor yg mestinya diisi wni rakyat nganggur  gantipresid,1,0,1,0,0,0,0,0,1,1,0,0
  memang sengaja melihat hasil pilkada dki yg memuaskan bagi mereka ,0,0,0,0,0,0,0,0,0,0,0,0
hayoo jokower yg pernah ngetwit bantuan sembako itu duit pribadi jkw buru lah hapus twit ,0,0,0,0,0,0,0,0,0,0,0,0
  pribumi harus tolak etnis cina jadi pemimpin di indonesia jgn di adu dgn pancasila atau bhineka,1,0,0,1,0,1,0,0,0,0,0,1
  lo tahu kafir itu apa,0,0,0,0,0,0,0,0,0,0,0,0
  xfxfxxxfxfxxxfxfxxdr kmrn sdh terbagak liat kebodohan km kok panas gmn sdh di blg klo berkata keadaan sendiri itu pd org lain di ulang  dungu btl cebong ini xfxfxxxfxfxxxfxfxxxfx,1,1,1,0,0,0,0,0,1,1,0,0
survey dimanakah gereja katolik terdekat dari desa gw ini gw lakukan tdk lama setelah tahu gw ditempatin di desa mana which is  bulan lalu  bulan setelahnya which is hari ini  temen gue itu akhirnya presentasi kondisi desa yg mereka liat kmrn,0,0,0,0,0,0,0,0,0,0,0,0
 encanxfxfxxaxfxfxxaxfxfxxa nneh lu tau ga orgil yang dirumah gue itu kemaren kan gue nyapu tuh pas uda sampe teras gue liat dia lagi buka celana megangin titit xfxfxxaxfxfxxaxfxfxxaxfx,0,1,0,0,0,0,0,0,0,0,0,0
selamat hari minggu pki sdh tamat sdh hancur  awasi gerakan hti klompotan mahluk kaki dua yg di larang di muka bumi indonesia,1,0,0,1,1,1,0,0,0,0,1,0
   jentel aja mundur dr jabatan trus keluar dr partaiitu baru ksatria,1,0,1,0,0,0,0,0,1,1,0,0
 teteeeppp ujungnya nyalahin pemerintahckckckckpdhl nyangkutnya di dpr thn lebih cb klo gk bnyak msyarakat yg teriak paling jg bapak adem ayem,0,0,0,0,0,0,0,0,0,0,0,0
gua udah modar,0,1,0,0,0,0,0,0,0,0,0,0
   admin  ini emang kebangetan tolol kemarin kemarin dana bantuan dari kemendes diakuin kerja nyata partai gerindra kan guoblog,1,1,0,1,0,0,0,0,1,0,1,0
   banyak yang tidak tau dan mengabaikan rpjmn dan kenapa banyak proyek dimasukkan ke psn padahal  hal itu yang menyebabkan banyak proyek bisa diselesaikan dgn cepat ,0,0,0,0,0,0,0,0,0,0,0,0
           bikin resah tl saja si monyet kafir ,1,1,1,0,1,0,0,0,0,1,0,0
lengserkan jokowi di bawah kekuasaan china komunis,1,0,1,0,0,1,0,0,0,0,0,1
bini gue kinclong bener kaya gigi spidermen ,0,0,0,0,0,0,0,0,0,0,0,0
 presiden polling  menang mimpi dan onani,1,1,1,0,0,0,0,1,0,1,0,0
pikiranku terus dibaca amp digiring  silit ireng dobol ijo,0,1,0,0,0,0,0,0,0,0,0,0
  maaf saya bukan nya gila hormat di sini tapi tolong yg line nya lebih muda apakah bisa berbicara lebih sopan jangan asalxexxa,0,0,0,0,0,0,0,0,0,0,0,0
 yang suka pencitraan dulu laris sekarang akan ada piala citra versi kecebong sekolam  nartinya para pencari makan dan hidup dari hasil penjilatan kepada master kecebongntidak peduli walaupun master cebong goblok sekolam,1,1,0,1,0,0,0,0,1,0,1,0
 aku yang jadi presiden mah aku jamin negara pasti berantakan,0,0,0,0,0,0,0,0,0,0,0,0
pdi perjuangan targetkan agkya menang  persen di tidore apa strateginya   agkya malukuutara agkya,0,0,0,0,0,0,0,0,0,0,0,0
yah sekian pandangan awam dari saya wkwwk sekali lg ini cuman pandangan awam gaada riset riset tai kuching apalah itu have a good day ,0,0,0,0,0,0,0,0,0,0,0,0
  pantasan di pecat dr menteridata aj ngawur dan memkasakan betulhahaha ahokpastitumbang paslon pilgubdki,1,0,1,0,0,0,0,0,1,1,0,0
xexxcpengetahuan tidak dapat menggatikan persahabatan aku lebih suka jadi orang idiot daripada harus kehilanganmu spongebobxexxd xexx patrick,0,0,0,0,0,0,0,0,0,0,0,0
  aktivis  anak buah eks pki dan gerwani,0,0,0,0,0,0,0,0,0,0,0,0
kakkakkakkakpd manggil kak semua kyk lg ngeladeni adek imut culun di bawah umur males ahh,0,1,0,0,0,0,0,0,0,0,0,0
 tepay sekalidiberangus oleh uu md ,0,0,0,0,0,0,0,0,0,0,0,0
kalau cuma cari suaracukup bangun jawatapi presiden jokowi itu seorang negarawan yang ingin membangun konektivitas di daerah terisolir,0,0,0,0,0,0,0,0,0,0,0,0
        edan edan npokoknya gantipresiden ndan usir china china keparat gak tau malu,1,1,0,1,0,1,0,0,0,0,1,0
sebut rakyat susah jadi kuli saja tidak bisa pernyataan prabowo subianto dikritik keras netizen calon presidenabadi,1,0,1,0,0,0,0,0,1,1,0,0
presiden trump askorut adakan pembicaraan langsung tingkat tinggi,0,0,0,0,0,0,0,0,0,0,0,0
dan perangilah mereka supaya jangan ada fitnah dan supaya agama itu semata untuk alloh jika,0,0,0,0,0,0,0,0,0,0,0,0
  tapi aturan negara kita nggak seharusnya menganut aturan salah satu agama karena seperti yang lo bilang negara kita negara beragama bukan negara agama lagian sender nggak nyinggung ateis kok lo jadi bawabawa mereka,0,0,0,0,0,0,0,0,0,0,0,0
 di bagian barat byk pemimpin keceh nan mempesona   tp br kali ini cinta setengah hidup dgn presiden krn hatinya kinerjanya amp ketulusannya sepaket gak pk diskon jokowiperiode ,0,0,0,0,0,0,0,0,0,0,0,0
   siapa yg salah coba kl begini ya saracen plus buni yani la wong y tegas gubernur sm direktur rs kan cuma ahok,1,0,1,0,0,0,0,0,1,1,0,0
alhamdulillah rapat family perdana bani nafisah berjalan dengan khidmat,0,0,0,0,0,0,0,0,0,0,0,0
  pemuka agama yahudi ra oleh nyambi po,0,0,0,0,0,0,0,0,0,0,0,0
 kan cuma lemparin mercon bukan bom ,0,0,0,0,0,0,0,0,0,0,0,0
gila apaan coba faedahnya ngeroyok orang gara gara bikin meme dan yang jadi bahan meme juga ga ada hubungannya ama yang ngeroyok nnboro boro anggota keluarga kenal aja kagak lo kntl bgst gobloooooooo,1,1,1,0,0,0,0,1,0,1,0,0
kalau saya jd ketua golkar setya novanto sdh saya pecat krn bikin malu partai,1,0,1,0,0,0,0,0,1,1,0,0
 disana teriak aseng aseng juga ga ya,0,0,0,0,0,0,0,0,0,0,0,0
 wkwkwk masalahnya gue ga kepikiran si mau dpr qn segitu ya lagian kalu ada pasti bagi yg membutuhkan dulu ga tega juga,0,0,0,0,0,0,0,0,0,0,0,0
muncul jg pki berbulu monyet url,1,1,0,1,0,1,0,0,0,0,1,0
akbar tandjung dapat kabar ketum golkar sudah ditentukan pihak luar,0,0,0,0,0,0,0,0,0,0,0,0
rezim yg seolah sederhana merakyat dan suka pd kritik koreksi dri rakyat di opinikan terus menerus oleh media pro diktator,1,0,1,0,0,0,0,0,1,1,0,0
sekarang kalau ke mall diperiksa barangya ya gapapa mengantisipasi kasus bom kemarin,0,0,0,0,0,0,0,0,0,0,0,0
     setuju dibatalin lah wong ustad ngomongnya jancuk matamukasar dan kotor apa yg mau diambil ilmunya lanjut mas permadi aryaxfxfxxdxfxfxxd,0,1,0,0,0,0,0,0,0,0,0,0
 tdk mengandung alkoholaman untuk anakampuntuk bayi pun aloclair plus ini tetap bisa digunakanfinger off kemasannya tdk bersentuhan langsung dgn lukaterbuat dari lidah buayaampekstrak kayu manis yg membuat rasa menjadi enaknyaman tid,0,0,0,0,0,0,0,0,0,0,0,0
    itulah yang dimanfaatkan sama akun anonim geje kaya conan sinting dll bahkan pendukung dpp sampe ga bisa membedakan mana loyalis fh dan am pada waktu yang berbeda semakin lama akan semakin rumit kalo ga mencoba memetakan konflik dengan baik,0,0,0,0,0,0,0,0,0,0,0,0
selamat hari kartini  perempuan hebat untuk indonesia maju jkw,0,0,0,0,0,0,0,0,0,0,0,0
di grup wa kantor ad yg posting bude sumiyati di ig story temen jg jadi notice kan apaan sih ini trus kepo liat profilnya anjir koplak,0,1,0,0,0,0,0,0,0,0,0,0
  tantegirang lagi asik ngentot sama brondong kontolbrondong memek chubby tante sampe basah achhh enk bgt di sodok kontxexxa,0,1,0,0,0,0,0,0,0,0,0,0
 apa gw hrs nulis jaemin x gladys lagi adhkslapwje bener bener udah sinting,0,1,0,0,0,0,0,0,0,0,0,0
            panasbung langganan,0,0,0,0,0,0,0,0,0,0,0,0
noob ah tidur awal alamak,0,0,0,0,0,0,0,0,0,0,0,0
aliran sesat dipantau aliran sangat sesat  sejak  utang mengatakan mui telah memantau  aliran sesat,0,0,0,0,0,0,0,0,0,0,0,0
             gue rakyat indonesia sukarela memberantas cebong komunis,1,1,0,1,0,1,0,0,0,0,0,1
  senang melihat mereka yg dulu membela ahok saat menista alquran kini seakan memiliki ghirah agama  tetapi seharusnya mereka mendahului dengan bertobat telah pernah sesat membela penista agama  sebab kalau tidak itu hanya,1,0,0,1,1,0,0,0,0,0,1,0
 ini adalah salah satu contoh iblis berwajah manusia,1,1,1,0,0,0,0,0,1,1,0,0
 sore kak saiful boleh di restart dulu modem sama stb nya ya soalnya mimin cek jaringannya terkoneksi cuma sedikit melambat ditunggu kabar baiknya thx ardil,0,0,0,0,0,0,0,0,0,0,0,0
anda yg mencatut islam kang aqil bukan isis kejahatannya menipu muhammad bejad dijual nabi,1,1,0,1,1,0,0,0,0,0,1,0
usir dubes myanmar pelidung teroris budha saverohingya,1,0,0,1,1,1,0,0,0,0,0,1
     enak lho dapet beasiswa aseng lo gak mau,0,0,0,0,0,0,0,0,0,0,0,0
new post dodi reza ajak ciptakan pilkada bersih di sumsel,0,0,0,0,0,0,0,0,0,0,0,0
ingin mencaci maki yang bilang boyband tahun an itu ampas emosi kalo ada yang bilang begitu lol nnkarena boyband tahun an itu segalanya xfxfxxad khususnya westlife xfxfxxad,0,0,0,0,0,0,0,0,0,0,0,0
 arthur memasang wajah terkejut gadis asing itu tibatiba memarahinya tentu saja karena ditabok olehnyannxexxaxexxaxexxamaaf nona tadi ada nyamuk berbahaya yang terbang di sekitar wajahmu apa kau baikbaik saja,0,0,0,0,0,0,0,0,0,0,0,0
 dasar buaya,1,1,1,0,0,0,0,0,1,1,0,0
  ganti presiden semua tka cina pulangin ke dataran cina pakai getek,1,0,0,1,0,1,0,0,0,0,0,1
 min minta jadwal kereta jakarta kotapondok cina jam  makasih,0,0,0,0,0,0,0,0,0,0,0,0
wkwkwkwkwkwkwkwkwkwkwk abis ini gue diserbu mampus,0,1,0,0,0,0,0,0,0,0,0,0
brengsek gw br liat anjeeeeng fix bgt gue pingsan dulu bye url,1,1,1,0,0,0,0,0,1,1,0,0
insya allah presidenaaamiinn,0,0,0,0,0,0,0,0,0,0,0,0
muka si babi ahok tuh yg mirip serbet lantaiuser,1,1,1,0,0,0,0,0,1,1,0,0
 ada kampreters yg teriak asu antek asing aseng gak ya,1,1,0,1,0,0,0,0,1,0,1,0
bahasaambon sarani  sebutan orang maluku untuk penganut agama kristen,0,0,0,0,0,0,0,0,0,0,0,0
medan  beragama kristen protestan  mengidolakan cr  hobi main piano dll  phobia petir dan hewan melata  rmfcmegas bio,0,0,0,0,0,0,0,0,0,0,0,0
 tidak tahu apa itu aset dan liabiliti yang dia tahu ini salah yahudinn setelah bertahun tahun hanya barang yang sama kita milikinncinta tidak boleh beri makanan pada gegadis yang perut laparnnorang beriman tidak bercita cita hidup dalam k,0,0,0,0,0,0,0,0,0,0,0,0
       udah deh suruh si banci itu pulang dan selesaikan kasus yg harus di pertanggungan jawabkan sp  kan udah di tangan lantas kenapa dia masih jadi banci  lebih,1,1,1,0,0,0,0,1,0,1,0,0
simak beritaberita ekonomi bisnis keuangan dan perbankan teraktual disini,0,0,0,0,0,0,0,0,0,0,0,0
cina g punya perikemanusiaan makanya aq g suka cina di indonesia,1,0,0,1,0,1,0,0,0,0,1,0
